InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C21H22O12/c22-8-3-1-7(2-4-8)18-15(26)13(24)12-10(23)5-9(6-11(12)32-18)31-21-17(28)14(25)16(27)19(33-21)20(29)30/h1-6,13-19,21-28H,(H,29,30)",MGDFQBXJZMSYLL-UHFFFAOYSA-N,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(OC4OC(C(O)=O)C(C(C4O)O)O)C2,,,C21H22O12,466.11112614399997,-0.33980000000000055,1,1,1,BTM00319,BTM00319,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00154,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H14O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,13-20H",FSVMLWOLZHGCQX-UHFFFAOYSA-N,1.3556999999999997,290.07903816799995
"InChI=1S/C21H22O12/c22-8-3-1-7(2-4-8)18-15(26)13(24)12-10(31-18)5-9(23)6-11(12)32-21-17(28)14(25)16(27)19(33-21)20(29)30/h1-6,13-19,21-28H,(H,29,30)",UMEILGSHFSACSO-UHFFFAOYSA-N,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C(O)C2,,,C21H22O12,466.11112614399997,-0.33980000000000055,1,1,1,BTM00320,BTM00320,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00154,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H14O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,13-20H",FSVMLWOLZHGCQX-UHFFFAOYSA-N,1.3556999999999997,290.07903816799995
"InChI=1S/C21H22O12/c22-8-5-10(23)12-11(6-8)32-18(15(26)13(12)24)7-1-3-9(4-2-7)31-21-17(28)14(25)16(27)19(33-21)20(29)30/h1-6,13-19,21-28H,(H,29,30)",LMYINGHDOUXANL-UHFFFAOYSA-N,O1C=2C(C(O)C(C1C3=CC=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C3)O)=C(O)C=C(O)C2,,,C21H22O12,466.11112614399997,-0.33980000000000055,1,1,1,BTM00321,BTM00321,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00154,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H14O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,13-20H",FSVMLWOLZHGCQX-UHFFFAOYSA-N,1.3556999999999997,290.07903816799995
"InChI=1S/C15H14O9S/c16-8-3-1-7(2-4-8)15-14(19)13(18)12-10(17)5-9(6-11(12)23-15)24-25(20,21)22/h1-6,13-19H,(H,20,21,22)",VGDKLEPWYCOFDK-UHFFFAOYSA-N,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(OS(O)(=O)=O)C2,,,C15H14O9S,370.03585302799996,0.6188999999999998,0,1,1,BTM00322,BTM00322,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00154,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H14O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,13-20H",FSVMLWOLZHGCQX-UHFFFAOYSA-N,1.3556999999999997,290.07903816799995
"InChI=1S/C15H14O9S/c16-8-3-1-7(2-4-8)15-14(19)13(18)12-10(23-15)5-9(17)6-11(12)24-25(20,21)22/h1-6,13-19H,(H,20,21,22)",OONUGRCVLPIFPN-UHFFFAOYSA-N,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(OS(O)(=O)=O)C=C(O)C2,,,C15H14O9S,370.035853028,0.6188999999999998,0,1,1,BTM00323,BTM00323,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00154,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H14O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,13-20H",FSVMLWOLZHGCQX-UHFFFAOYSA-N,1.3556999999999997,290.07903816799995
"InChI=1S/C15H14O9S/c16-8-5-10(17)12-11(6-8)23-15(14(19)13(12)18)7-1-3-9(4-2-7)24-25(20,21)22/h1-6,13-19H,(H,20,21,22)",UJERMRJNXAAGJT-UHFFFAOYSA-N,O1C=2C(C(O)C(C1C3=CC=C(OS(O)(=O)=O)C=C3)O)=C(O)C=C(O)C2,,,C15H14O9S,370.035853028,0.6188999999999998,0,1,1,BTM00324,BTM00324,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00154,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H14O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,13-20H",FSVMLWOLZHGCQX-UHFFFAOYSA-N,1.3556999999999997,290.07903816799995
"InChI=1S/C15H14O9S/c16-8-3-1-7(2-4-8)14-15(24-25(20,21)22)13(19)12-10(18)5-9(17)6-11(12)23-14/h1-6,13-19H,(H,20,21,22)",NLTNIGYBRNHNPU-UHFFFAOYSA-N,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)OS(O)(=O)=O)=C(O)C=C(O)C2,,,C15H14O9S,370.03585302799996,0.7763999999999998,0,1,1,BTM00325,BTM00325,Sulfation of secondary alcohol,BTMR0502,EC 2.8.2.2,HUMAN,BTM00154,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H14O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,13-20H",FSVMLWOLZHGCQX-UHFFFAOYSA-N,1.3556999999999997,290.07903816799995
"InChI=1S/C15H14O9S/c16-8-3-1-7(2-4-8)14-13(19)15(24-25(20,21)22)12-10(18)5-9(17)6-11(12)23-14/h1-6,13-19H,(H,20,21,22)",XLGXBWNEZLNFJG-UHFFFAOYSA-N,O1C=2C(C(OS(O)(=O)=O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(O)C2,,,C15H14O9S,370.035853028,0.7763999999999998,0,1,1,BTM00326,BTM00326,Sulfation of secondary alcohol,BTMR0502,EC 2.8.2.2,HUMAN,BTM00154,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H14O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,13-20H",FSVMLWOLZHGCQX-UHFFFAOYSA-N,1.3556999999999997,290.07903816799995
"InChI=1S/C16H16O6/c1-21-10-6-11(18)13-12(7-10)22-16(15(20)14(13)19)8-2-4-9(17)5-3-8/h2-7,14-20H,1H3",LHFUOLSLPVMCJX-UHFFFAOYSA-N,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(OC)C2,,,C16H16O6,304.09468823199995,1.606699999999998,0,1,1,BTM00327,BTM00327,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00154,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H14O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,13-20H",FSVMLWOLZHGCQX-UHFFFAOYSA-N,1.3556999999999997,290.07903816799995
"InChI=1S/C16H16O6/c1-21-11-6-10(18)7-12-13(11)14(19)15(20)16(22-12)8-2-4-9(17)5-3-8/h2-7,14-20H,1H3",CBNPBINEAFHOFN-UHFFFAOYSA-N,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(OC)C=C(O)C2,,,C16H16O6,304.09468823199995,1.606699999999998,0,1,1,BTM00328,BTM00328,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00154,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H14O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,13-20H",FSVMLWOLZHGCQX-UHFFFAOYSA-N,1.3556999999999997,290.07903816799995
"InChI=1S/C16H16O6/c1-21-10-4-2-8(3-5-10)16-15(20)14(19)13-11(18)6-9(17)7-12(13)22-16/h2-7,14-20H,1H3",GIHMCODANBIJMV-UHFFFAOYSA-N,O1C=2C(C(O)C(C1C3=CC=C(OC)C=C3)O)=C(O)C=C(O)C2,"61823-40-3
DTXSID10796745
2-(4-Methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,4,5,7-tetrol",71373942,C16H16O6,304.09468823199995,1.606699999999998,0,1,1,BTM00329,BTM00329,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00154,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C15H14O6/c16-8-3-1-7(2-4-8)15-14(20)13(19)12-10(18)5-9(17)6-11(12)21-15/h1-6,13-20H",FSVMLWOLZHGCQX-UHFFFAOYSA-N,1.3556999999999997,290.07903816799995
"InChI=1S/C16H16O6/c1-21-10-6-11(18)13-12(7-10)22-16(15(20)14(13)19)8-2-4-9(17)5-3-8/h2-7,14-20H,1H3",LHFUOLSLPVMCJX-UHFFFAOYSA-N,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(OC)C2,,,C16H16O6,304.09468823199995,1.606699999999998,0,1,1,BTM00327,BTM00327,Reduction of carbonyl,BTMR0368,EC 1.1.1.184,HUMAN,BTM00162,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(OC)C2,"InChI=1S/C16H14O6/c1-21-10-6-11(18)13-12(7-10)22-16(15(20)14(13)19)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",LZLGHWHSUZVUFZ-UHFFFAOYSA-N,2.0031999999999983,302.079038168
"InChI=1S/C22H22O12/c1-31-10-6-11-13(14(24)16(26)19(32-11)8-2-4-9(23)5-3-8)12(7-10)33-22-18(28)15(25)17(27)20(34-22)21(29)30/h2-7,15-20,22-23,25-28H,1H3,(H,29,30)",CKEBQMLJBKKGJS-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C(OC)C2,,,C22H22O12,478.11112614399997,0.3076999999999986,1,1,1,BTM00330,BTM00330,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00162,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(OC)C2,"InChI=1S/C16H14O6/c1-21-10-6-11(18)13-12(7-10)22-16(15(20)14(13)19)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",LZLGHWHSUZVUFZ-UHFFFAOYSA-N,2.0031999999999983,302.079038168
"InChI=1S/C22H22O12/c1-31-10-6-11(23)13-12(7-10)33-19(16(26)14(13)24)8-2-4-9(5-3-8)32-22-18(28)15(25)17(27)20(34-22)21(29)30/h2-7,15-20,22-23,25-28H,1H3,(H,29,30)",ZHXSXAMQKTUNLP-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C3)O)=C(O)C=C(OC)C2,,,C22H22O12,478.11112614399997,0.3076999999999986,1,1,1,BTM00331,BTM00331,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00162,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(OC)C2,"InChI=1S/C16H14O6/c1-21-10-6-11(18)13-12(7-10)22-16(15(20)14(13)19)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",LZLGHWHSUZVUFZ-UHFFFAOYSA-N,2.0031999999999983,302.079038168
"InChI=1S/C16H14O9S/c1-23-10-6-11-13(12(7-10)25-26(20,21)22)14(18)15(19)16(24-11)8-2-4-9(17)5-3-8/h2-7,15-17,19H,1H3,(H,20,21,22)",IEXHVJZSAJWIPZ-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(OS(O)(=O)=O)C=C(OC)C2,,,C16H14O9S,382.035853028,1.2663999999999984,0,1,1,BTM00332,BTM00332,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00162,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(OC)C2,"InChI=1S/C16H14O6/c1-21-10-6-11(18)13-12(7-10)22-16(15(20)14(13)19)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",LZLGHWHSUZVUFZ-UHFFFAOYSA-N,2.0031999999999983,302.079038168
"InChI=1S/C16H14O9S/c1-23-10-6-11(17)13-12(7-10)24-16(15(19)14(13)18)8-2-4-9(5-3-8)25-26(20,21)22/h2-7,15-17,19H,1H3,(H,20,21,22)",LAGNRDNWLWMVLB-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(OS(O)(=O)=O)C=C3)O)=C(O)C=C(OC)C2,,,C16H14O9S,382.035853028,1.2663999999999984,0,1,1,BTM00333,BTM00333,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00162,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(OC)C2,"InChI=1S/C16H14O6/c1-21-10-6-11(18)13-12(7-10)22-16(15(20)14(13)19)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",LZLGHWHSUZVUFZ-UHFFFAOYSA-N,2.0031999999999983,302.079038168
"InChI=1S/C16H14O9S/c1-23-10-6-11(18)13-12(7-10)24-15(8-2-4-9(17)5-3-8)16(14(13)19)25-26(20,21)22/h2-7,15-18H,1H3,(H,20,21,22)",GSWIOWAWMGRJPN-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)OS(O)(=O)=O)=C(O)C=C(OC)C2,,,C16H14O9S,382.03585302799996,1.4238999999999984,0,1,1,BTM00334,BTM00334,Sulfation of secondary alcohol,BTMR0502,EC 2.8.2.2,HUMAN,BTM00162,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(OC)C2,"InChI=1S/C16H14O6/c1-21-10-6-11(18)13-12(7-10)22-16(15(20)14(13)19)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",LZLGHWHSUZVUFZ-UHFFFAOYSA-N,2.0031999999999983,302.079038168
"InChI=1S/C17H16O6/c1-21-11-7-12(22-2)14-13(8-11)23-17(16(20)15(14)19)9-3-5-10(18)6-4-9/h3-8,16-18,20H,1-2H3",COAPWVZMQPXXGQ-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(OC)C=C(OC)C2,,,C17H16O6,316.09468823199995,2.254199999999999,0,0,0,BTM00335,BTM00335,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00162,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(OC)C2,"InChI=1S/C16H14O6/c1-21-10-6-11(18)13-12(7-10)22-16(15(20)14(13)19)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",LZLGHWHSUZVUFZ-UHFFFAOYSA-N,2.0031999999999983,302.079038168
"InChI=1S/C17H16O6/c1-21-10-5-3-9(4-6-10)17-16(20)15(19)14-12(18)7-11(22-2)8-13(14)23-17/h3-8,16-18,20H,1-2H3",FEKOGNMSBYBYSO-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(O)C=C(OC)C2,,,C17H16O6,316.09468823199995,2.254199999999999,0,0,0,BTM00336,BTM00336,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00162,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(O)C=C(OC)C2,"InChI=1S/C16H14O6/c1-21-10-6-11(18)13-12(7-10)22-16(15(20)14(13)19)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",LZLGHWHSUZVUFZ-UHFFFAOYSA-N,2.0031999999999983,302.079038168
"InChI=1S/C16H16O6/c1-21-11-6-10(18)7-12-13(11)14(19)15(20)16(22-12)8-2-4-9(17)5-3-8/h2-7,14-20H,1H3",CBNPBINEAFHOFN-UHFFFAOYSA-N,O1C=2C(C(O)C(C1C3=CC=C(O)C=C3)O)=C(OC)C=C(O)C2,,,C16H16O6,304.09468823199995,1.606699999999998,0,1,1,BTM00328,BTM00328,Reduction of carbonyl,BTMR0368,EC 1.1.1.184,HUMAN,BTM00163,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(OC)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-11-6-10(18)7-12-13(11)14(19)15(20)16(22-12)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",WECLSYISBIFCMA-UHFFFAOYSA-N,2.0031999999999983,302.07903816799995
"InChI=1S/C22H22O12/c1-31-11-6-10(32-22-18(28)15(25)17(27)20(34-22)21(29)30)7-12-13(11)14(24)16(26)19(33-12)8-2-4-9(23)5-3-8/h2-7,15-20,22-23,25-28H,1H3,(H,29,30)",SVMOAIGKPPZVSE-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(OC)C=C(OC4OC(C(O)=O)C(C(C4O)O)O)C2,,,C22H22O12,478.11112614399997,0.3076999999999986,1,1,1,BTM00337,BTM00337,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00163,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(OC)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-11-6-10(18)7-12-13(11)14(19)15(20)16(22-12)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",WECLSYISBIFCMA-UHFFFAOYSA-N,2.0031999999999983,302.07903816799995
"InChI=1S/C22H22O12/c1-31-11-6-9(23)7-12-13(11)14(24)16(26)19(33-12)8-2-4-10(5-3-8)32-22-18(28)15(25)17(27)20(34-22)21(29)30/h2-7,15-20,22-23,25-28H,1H3,(H,29,30)",NIHGPPWWKVTWJU-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C3)O)=C(OC)C=C(O)C2,,,C22H22O12,478.11112614399997,0.3076999999999986,1,1,1,BTM00338,BTM00338,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00163,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(OC)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-11-6-10(18)7-12-13(11)14(19)15(20)16(22-12)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",WECLSYISBIFCMA-UHFFFAOYSA-N,2.0031999999999983,302.07903816799995
"InChI=1S/C16H14O9S/c1-23-11-6-10(25-26(20,21)22)7-12-13(11)14(18)15(19)16(24-12)8-2-4-9(17)5-3-8/h2-7,15-17,19H,1H3,(H,20,21,22)",IPMJCIPCQVOYSX-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(OC)C=C(OS(O)(=O)=O)C2,,,C16H14O9S,382.035853028,1.2663999999999984,0,1,1,BTM00339,BTM00339,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00163,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(OC)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-11-6-10(18)7-12-13(11)14(19)15(20)16(22-12)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",WECLSYISBIFCMA-UHFFFAOYSA-N,2.0031999999999983,302.07903816799995
"InChI=1S/C16H14O9S/c1-23-11-6-9(17)7-12-13(11)14(18)15(19)16(24-12)8-2-4-10(5-3-8)25-26(20,21)22/h2-7,15-17,19H,1H3,(H,20,21,22)",HAYOLKXMQSBGDJ-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(OS(O)(=O)=O)C=C3)O)=C(OC)C=C(O)C2,,,C16H14O9S,382.035853028,1.2663999999999984,0,1,1,BTM00340,BTM00340,Sulfonation of phenolic compound,BTMR1376,EC 2.8.2.1,HUMAN,BTM00163,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(OC)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-11-6-10(18)7-12-13(11)14(19)15(20)16(22-12)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",WECLSYISBIFCMA-UHFFFAOYSA-N,2.0031999999999983,302.07903816799995
"InChI=1S/C16H14O9S/c1-23-11-6-10(18)7-12-13(11)14(19)16(25-26(20,21)22)15(24-12)8-2-4-9(17)5-3-8/h2-7,15-18H,1H3,(H,20,21,22)",JLALAZQTXSWAOL-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)OS(O)(=O)=O)=C(OC)C=C(O)C2,,,C16H14O9S,382.035853028,1.4238999999999984,0,1,1,BTM00341,BTM00341,Sulfation of secondary alcohol,BTMR0502,EC 2.8.2.2,HUMAN,BTM00163,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(OC)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-11-6-10(18)7-12-13(11)14(19)15(20)16(22-12)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",WECLSYISBIFCMA-UHFFFAOYSA-N,2.0031999999999983,302.07903816799995
"InChI=1S/C17H16O6/c1-21-11-7-12(22-2)14-13(8-11)23-17(16(20)15(14)19)9-3-5-10(18)6-4-9/h3-8,16-18,20H,1-2H3",COAPWVZMQPXXGQ-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(OC)C=C(OC)C2,,,C17H16O6,316.09468823199995,2.254199999999999,0,0,0,BTM00335,BTM00335,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00163,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(OC)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-11-6-10(18)7-12-13(11)14(19)15(20)16(22-12)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",WECLSYISBIFCMA-UHFFFAOYSA-N,2.0031999999999983,302.07903816799995
"InChI=1S/C17H16O6/c1-21-11-5-3-9(4-6-11)17-16(20)15(19)14-12(22-2)7-10(18)8-13(14)23-17/h3-8,16-18,20H,1-2H3",WWOODAOPZBVOGE-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(OC)C=C(O)C2,,,C17H16O6,316.09468823199995,2.254199999999999,0,0,0,BTM00342,BTM00342,Methylation of phenolic compound,BTMR1377,EC 2.1.1.25,HUMAN,BTM00163,O1C=2C(C(=O)C(C1C3=CC=C(O)C=C3)O)=C(OC)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-11-6-10(18)7-12-13(11)14(19)15(20)16(22-12)8-2-4-9(17)5-3-8/h2-7,15-18,20H,1H3",WECLSYISBIFCMA-UHFFFAOYSA-N,2.0031999999999983,302.07903816799995
"InChI=1S/C16H16O6/c1-21-10-4-2-8(3-5-10)16-15(20)14(19)13-11(18)6-9(17)7-12(13)22-16/h2-7,14-20H,1H3",GIHMCODANBIJMV-UHFFFAOYSA-N,O1C=2C(C(O)C(C1C3=CC=C(OC)C=C3)O)=C(O)C=C(O)C2,"61823-40-3
DTXSID10796745
2-(4-Methoxyphenyl)-3,4-dihydro-2H-1-benzopyran-3,4,5,7-tetrol",71373942,C16H16O6,304.09468823199995,1.606699999999998,0,1,1,BTM00329,BTM00329,Reduction of carbonyl,BTMR0368,EC 1.1.1.184,HUMAN,BTM00164,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-10-4-2-8(3-5-10)16-15(20)14(19)13-11(18)6-9(17)7-12(13)22-16/h2-7,15-18,20H,1H3",CKDYDMSDCNQHEB-UHFFFAOYSA-N,2.0031999999999983,302.079038168
"InChI=1S/C22H22O12/c1-31-9-4-2-8(3-5-9)19-16(26)14(24)13-11(23)6-10(7-12(13)33-19)32-22-18(28)15(25)17(27)20(34-22)21(29)30/h2-7,15-20,22-23,25-28H,1H3,(H,29,30)",YDZHURLMNKYCJD-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(O)C=C(OC4OC(C(O)=O)C(C(C4O)O)O)C2,,,C22H22O12,478.11112614399997,0.3076999999999986,1,1,1,BTM00343,BTM00343,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00164,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-10-4-2-8(3-5-10)16-15(20)14(19)13-11(18)6-9(17)7-12(13)22-16/h2-7,15-18,20H,1H3",CKDYDMSDCNQHEB-UHFFFAOYSA-N,2.0031999999999983,302.079038168
"InChI=1S/C22H22O12/c1-31-10-4-2-8(3-5-10)19-16(26)14(24)13-11(32-19)6-9(23)7-12(13)33-22-18(28)15(25)17(27)20(34-22)21(29)30/h2-7,15-20,22-23,25-28H,1H3,(H,29,30)",XOGSCXAPCFQBBF-UHFFFAOYSA-N,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(OC4OC(C(O)=O)C(C(C4O)O)O)C=C(O)C2,,,C22H22O12,478.11112614399997,0.3076999999999986,1,1,1,BTM00344,BTM00344,Aromatic OH-glucuronidation,BTMR0166,EC 2.4.1.17,HUMAN,BTM00164,O1C=2C(C(=O)C(C1C3=CC=C(OC)C=C3)O)=C(O)C=C(O)C2,"InChI=1S/C16H14O6/c1-21-10-4-2-8(3-5-10)16-15(20)14(19)13-11(18)6-9(17)7-12(13)22-16/h2-7,15-18,20H,1H3",CKDYDMSDCNQHEB-UHFFFAOYSA-N,2.0031999999999983,302.079038168
